,0
626,6964.39794921875
627,6964.1826171875
628,6963.96923828125
629,6963.75439453125
630,6963.53857421875
631,6963.3271484375
632,6963.11669921875
633,6962.9052734375
634,6962.697265625
635,6962.4873046875
636,6962.27685546875
637,6962.07080078125
638,6961.86376953125
639,6961.65673828125
640,6961.45263671875
641,6961.2490234375
642,6961.0439453125
643,6960.8408203125
644,6960.638671875
645,6960.43505859375
646,6960.23583984375
647,6960.03662109375
648,6959.83642578125
649,6959.64013671875
650,6959.44287109375
651,6959.24560546875
652,6959.046875
653,6958.85205078125
654,6958.65771484375
655,6958.46337890625
656,6958.27099609375
657,6958.08056640625
658,6957.88623046875
659,6957.697265625
660,6957.5029296875
661,6957.31640625
662,6957.126953125
663,6956.9375
664,6956.75
665,6956.56201171875
666,6956.3759765625
667,6956.19140625
668,6956.0068359375
669,6955.82470703125
670,6955.63916015625
671,6955.4560546875
672,6955.2724609375
673,6955.091796875
674,6954.90576171875
675,6954.7255859375
676,6954.54638671875
677,6954.36865234375
678,6954.189453125
679,6954.01025390625
680,6953.83203125
681,6953.6552734375
682,6953.47900390625
683,6953.30126953125
684,6953.12744140625
685,6952.9521484375
686,6952.77490234375
687,6952.60302734375
688,6952.4267578125
689,6952.25341796875
690,6952.0830078125
691,6951.91259765625
692,6951.7421875
693,6951.57080078125
694,6951.39892578125
695,6951.22998046875
696,6951.0576171875
697,6950.89013671875
698,6950.72265625
699,6950.5556640625
700,6950.388671875
701,6950.22265625
702,6950.05712890625
703,6949.88916015625
704,6949.7265625
705,6949.56103515625
706,6949.396484375
707,6949.2333984375
708,6949.07080078125
709,6948.9072265625
710,6948.744140625
711,6948.58203125
712,6948.42138671875
713,6948.26123046875
714,6948.10107421875
715,6947.94189453125
716,6947.7822265625
717,6947.6240234375
718,6947.46337890625
719,6947.30615234375
720,6947.1455078125
721,6946.98828125
722,6946.83154296875
723,6946.673828125
724,6946.51708984375
725,6946.3642578125
726,6946.2060546875
727,6946.0537109375
728,6945.8974609375
729,6945.74267578125
730,6945.58935546875
731,6945.43701171875
732,6945.28515625
733,6945.1318359375
734,6944.9794921875
735,6944.826171875
736,6944.67529296875
737,6944.52294921875
738,6944.373046875
739,6944.22314453125
740,6944.07373046875
741,6943.92626953125
742,6943.77490234375
743,6943.62744140625
744,6943.4775390625
745,6943.3291015625
746,6943.18115234375
747,6943.033203125
748,6942.884765625
749,6942.7392578125
750,6942.59375
751,6942.4482421875
752,6942.302734375
753,6942.158203125
754,6942.0126953125
755,6941.86669921875
756,6941.72119140625
757,6941.57861328125
758,6941.43408203125
759,6941.29052734375
760,6941.14599609375
761,6941.005859375
762,6940.865234375
763,6940.72119140625
764,6940.5791015625
765,6940.4384765625
766,6940.30029296875
767,6940.15869140625
768,6940.0205078125
769,6939.87939453125
770,6939.740234375
771,6939.60009765625
772,6939.4619140625
773,6939.3232421875
774,6939.18701171875
775,6939.048828125
776,6938.912109375
777,6938.7744140625
778,6938.638671875
779,6938.50439453125
780,6938.365234375
781,6938.228515625
782,6938.091796875
783,6937.95849609375
784,6937.82373046875
785,6937.689453125
786,6937.5537109375
787,6937.42236328125
788,6937.28759765625
789,6937.1533203125
790,6937.02099609375
791,6936.88916015625
792,6936.7568359375
793,6936.62548828125
794,6936.4931640625
795,6936.36083984375
796,6936.2294921875
797,6936.09814453125
798,6935.96630859375
799,6935.8388671875
800,6935.70947265625
801,6935.5810546875
802,6935.45068359375
803,6935.32080078125
804,6935.19384765625
805,6935.06494140625
806,6934.93603515625
807,6934.8076171875
808,6934.68115234375
809,6934.55517578125
810,6934.42822265625
811,6934.30029296875
812,6934.17578125
813,6934.05078125
814,6933.92529296875
815,6933.80029296875
816,6933.67578125
817,6933.54931640625
818,6933.42626953125
819,6933.30224609375
820,6933.1787109375
821,6933.0546875
822,6932.9306640625
823,6932.806640625
824,6932.68310546875
825,6932.5615234375
826,6932.43994140625
827,6932.318359375
828,6932.19921875
829,6932.076171875
830,6931.95458984375
831,6931.8369140625
832,6931.716796875
833,6931.59619140625
834,6931.4765625
835,6931.357421875
836,6931.2392578125
837,6931.12060546875
838,6931.0029296875
839,6930.884765625
840,6930.76513671875
841,6930.6513671875
842,6930.5322265625
843,6930.41455078125
844,6930.296875
845,6930.18115234375
846,6930.0654296875
847,6929.9501953125
848,6929.83544921875
849,6929.71875
850,6929.60400390625
851,6929.48974609375
852,6929.3740234375
853,6929.259765625
854,6929.14404296875
855,6929.03125
856,6928.91943359375
857,6928.80615234375
858,6928.6943359375
859,6928.58203125
860,6928.46923828125
861,6928.35546875
862,6928.244140625
863,6928.13134765625
864,6928.02099609375
865,6927.9111328125
866,6927.7998046875
867,6927.6904296875
868,6927.57958984375
869,6927.470703125
870,6927.36181640625
871,6927.25048828125
872,6927.14111328125
873,6927.0341796875
874,6926.9248046875
875,6926.81689453125
876,6926.708984375
877,6926.60107421875
878,6926.494140625
879,6926.3857421875
880,6926.2802734375
881,6926.17236328125
882,6926.06591796875
883,6925.95947265625
884,6925.85498046875
885,6925.75
886,6925.6474609375
887,6925.53955078125
888,6925.43505859375
889,6925.33056640625
890,6925.224609375
891,6925.1220703125
892,6925.0185546875
893,6924.9130859375
894,6924.80908203125
895,6924.70751953125
896,6924.60498046875
897,6924.50146484375
898,6924.39892578125
899,6924.29638671875
900,6924.1953125
901,6924.09228515625
902,6923.990234375
903,6923.888671875
904,6923.7880859375
905,6923.68896484375
906,6923.5859375
907,6923.48681640625
908,6923.38818359375
909,6923.28759765625
910,6923.189453125
911,6923.09033203125
912,6922.99072265625
913,6922.89111328125
914,6922.79150390625
915,6922.69384765625
916,6922.59521484375
917,6922.49853515625
918,6922.40185546875
919,6922.30419921875
920,6922.2060546875
921,6922.1064453125
922,6922.01220703125
923,6921.91357421875
924,6921.81591796875
925,6921.71923828125
926,6921.6259765625
927,6921.53173828125
928,6921.435546875
929,6921.34033203125
930,6921.24609375
931,6921.1494140625
932,6921.0546875
933,6920.9580078125
934,6920.86279296875
935,6920.76953125
936,6920.67724609375
937,6920.58251953125
938,6920.48779296875
939,6920.39599609375
940,6920.30322265625
941,6920.208984375
942,6920.1181640625
943,6920.02587890625
944,6919.93310546875
945,6919.841796875
946,6919.75244140625
947,6919.65869140625
948,6919.56884765625
949,6919.478515625
950,6919.384765625
951,6919.294921875
952,6919.20654296875
953,6919.11376953125
954,6919.02392578125
955,6918.93505859375
956,6918.8447265625
957,6918.75537109375
958,6918.6640625
959,6918.576171875
960,6918.48583984375
961,6918.3984375
962,6918.31005859375
963,6918.22265625
964,6918.13427734375
965,6918.04833984375
966,6917.958984375
967,6917.87109375
968,6917.783203125
969,6917.693359375
970,6917.60693359375
971,6917.51953125
972,6917.4345703125
973,6917.34912109375
974,6917.26220703125
975,6917.17578125
976,6917.08935546875
977,6917.0029296875
978,6916.91796875
979,6916.83056640625
980,6916.74609375
981,6916.6611328125
982,6916.5771484375
983,6916.4921875
984,6916.40869140625
985,6916.32373046875
986,6916.23974609375
987,6916.1552734375
988,6916.0712890625
989,6915.98779296875
990,6915.904296875
991,6915.82177734375
992,6915.7373046875
993,6915.65576171875
994,6915.5732421875
995,6915.49365234375
996,6915.40966796875
997,6915.3291015625
998,6915.24755859375
999,6915.16455078125
